0.000000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
0.008333000,0.003185,-0.003757,0.000265,-0.020537,-0.019514,-0.030543,0.999132,
0.016667000,0.001386,-0.006614,-0.002862,-0.017898,0.032407,-0.017374,0.999163,
0.025000000,-0.003802,-0.009159,-0.008538,-0.023821,0.066427,-0.005419,0.997492,
0.033333000,-0.008192,-0.011186,-0.013256,-0.016543,0.057672,-0.007495,0.998170,
0.041667000,-0.007393,-0.011935,-0.013081,-0.012153,-0.012436,0.004828,0.999837,
0.050000000,-0.009223,-0.011969,-0.014605,0.003508,0.024652,-0.004562,0.999680,
0.058333000,-0.013479,-0.011724,-0.017895,0.004363,0.051933,-0.001703,0.998640,
0.066667000,-0.014411,-0.013124,-0.019498,-0.010059,0.015830,-0.007804,0.999794,
0.075000000,-0.011382,-0.015914,-0.018767,-0.027692,-0.032017,-0.007693,0.999074,
0.083333000,-0.011645,-0.019759,-0.021270,-0.035609,0.010723,-0.011925,0.999237,
0.091667000,-0.014498,-0.024136,-0.026115,-0.039955,0.042504,-0.012292,0.998221,
0.100000000,-0.014774,-0.027117,-0.028115,-0.024235,0.011284,-0.013054,0.999557,
0.108333000,-0.011575,-0.029279,-0.026880,-0.023927,-0.037151,-0.002493,0.999020,
0.116667000,-0.013357,-0.029840,-0.028672,-0.011423,0.017613,0.006549,0.999758,
0.125000000,-0.017304,-0.028880,-0.031292,0.009100,0.045321,0.002934,0.998927,
0.133333000,-0.017400,-0.028096,-0.030966,0.001452,-0.004715,0.010564,0.999932,
0.141667000,-0.013439,-0.026767,-0.027111,0.004494,-0.056262,0.016194,0.998275,
0.150000000,-0.013903,-0.024404,-0.026180,0.010664,-0.006902,0.022755,0.999660,
0.158333000,-0.016282,-0.024225,-0.028000,0.015542,0.037248,-0.016128,0.999055,
0.166667000,-0.015262,-0.024240,-0.027260,0.000957,-0.011324,-0.000826,0.999935,
0.175000000,-0.009406,-0.024098,-0.022627,-0.000426,-0.071277,0.003609,0.997450,
0.183333000,-0.007997,-0.025138,-0.022190,-0.004832,-0.011155,-0.009140,0.999884,
0.191667000,-0.009048,-0.025601,-0.023351,-0.005026,0.012566,0.000255,0.999908,
0.200000000,-0.007432,-0.027146,-0.023002,-0.011981,-0.014971,-0.007695,0.999787,
0.208333000,-0.004285,-0.026756,-0.020332,-0.004720,-0.045189,0.013283,0.998879,
0.216667000,-0.002260,-0.028835,-0.019949,-0.012500,-0.015343,-0.015402,0.999686,
0.225000000,-0.005318,-0.028544,-0.022257,0.011081,0.041680,-0.009145,0.999028,
0.233333000,-0.005881,-0.027357,-0.022060,0.014750,0.007377,-0.000748,0.999864,
0.241667000,-0.003146,-0.026701,-0.019593,0.008058,-0.031681,0.000213,0.999466,
0.250000000,-0.002145,-0.026250,-0.018620,0.021196,-0.000022,-0.020002,0.999575,
0.258333000,-0.005213,-0.026465,-0.021287,0.014308,0.049079,-0.020856,0.998475,
0.266667000,-0.003258,-0.029602,-0.021632,0.003042,0.006436,-0.050026,0.998723,
0.275000000,0.003747,-0.033856,-0.018714,-0.029881,-0.064719,-0.030527,0.996989,
0.283333000,0.008580,-0.041008,-0.019186,-0.057990,-0.033722,-0.037584,0.997039,
0.291667000,0.009202,-0.047713,-0.022798,-0.048116,0.018777,-0.038284,0.997931,
0.300000000,0.012505,-0.053624,-0.023843,-0.036976,-0.011037,-0.043348,0.998315,
0.308333000,0.014407,-0.057671,-0.024922,-0.035813,-0.010729,-0.016061,0.999172,
0.316667000,0.017665,-0.057989,-0.022790,-0.002691,-0.035846,-0.001263,0.999353,
0.325000000,0.018390,-0.059699,-0.023495,-0.001254,0.007843,-0.024269,0.999674,
0.333333000,0.022002,-0.058542,-0.020239,0.011309,-0.042525,0.003794,0.999024,
0.341667000,0.030864,-0.059240,-0.013804,0.004303,-0.093461,-0.017125,0.995466,
0.350000000,0.035445,-0.060706,-0.011312,0.005664,-0.033736,-0.031475,0.998919,
0.358333000,0.036557,-0.061443,-0.011156,0.016577,0.007972,-0.032861,0.999291,
0.366667000,0.039346,-0.059722,-0.008228,0.017379,-0.031995,0.003871,0.999329,
0.375000000,0.048379,-0.057667,-0.000087,0.011222,-0.115725,0.020176,0.993013,
0.383333000,0.055418,-0.058520,0.004791,-0.005787,-0.077655,-0.006928,0.996939,
0.391667000,0.058914,-0.058832,0.007107,-0.007020,-0.041255,0.003505,0.999118,
0.400000000,0.069171,-0.062464,0.012998,-0.013329,-0.095559,-0.043098,0.994401,
0.408333000,0.081440,-0.064951,0.021276,-0.005245,-0.124394,-0.035154,0.991596,
0.416667000,0.086676,-0.064822,0.025343,0.025808,-0.042382,-0.031450,0.998273,
0.425000000,0.086068,-0.063353,0.025458,0.031371,0.019273,-0.018233,0.999156,
0.433333000,0.088827,-0.062526,0.028005,0.027706,-0.018692,-0.022605,0.999186,
0.441667000,0.094552,-0.063021,0.032277,0.011696,-0.054469,-0.022483,0.998194,
0.450000000,0.095788,-0.062995,0.033233,0.020594,0.000221,-0.025191,0.999470,
0.458333000,0.094381,-0.063052,0.031995,0.016550,0.029498,-0.021338,0.999200,
0.466667000,0.094336,-0.063341,0.031783,0.008837,0.009505,-0.014823,0.999806,
0.475000000,0.096102,-0.063604,0.033108,0.001202,-0.018405,-0.004556,0.999820,
0.483333000,0.094652,-0.063699,0.031898,0.003033,0.020294,-0.004580,0.999779,
0.491667000,0.089246,-0.063620,0.027585,0.003826,0.066910,-0.003160,0.997747,
0.500000000,0.086269,-0.062482,0.025868,0.003135,0.028325,0.013358,0.999505,
0.508333000,0.086959,-0.060603,0.027588,0.005831,-0.021210,0.023229,0.999488,
0.516667000,0.085312,-0.059307,0.027054,0.001830,0.009634,0.018336,0.999784,
0.525000000,0.080295,-0.056919,0.024379,0.005559,0.044652,0.028367,0.998584,
0.533333000,0.077136,-0.056244,0.022240,-0.017589,0.018668,0.033838,0.999098,
0.541667000,0.076713,-0.056076,0.021978,-0.022699,-0.014350,0.033766,0.999069,
0.550000000,0.072945,-0.056461,0.018626,-0.037700,0.020369,0.043287,0.998143,
0.558333000,0.066335,-0.057641,0.012462,-0.036651,0.063499,0.030230,0.996850,
0.566667000,0.059945,-0.056582,0.007733,-0.033335,0.043764,0.057989,0.996800,
